size,position,algorithm,time
25000,3,Secuencial,50558.1
25000,3,Binaria,143.101
25000,3,Galopante,183.369
25000,4,Secuencial,58467.1
25000,4,Binaria,100.814
25000,4,Galopante,146.533
30000,0,Secuencial,43.328
30000,0,Binaria,108.497
30000,0,Galopante,40.069
30000,1,Secuencial,23505.2
30000,1,Binaria,112.996
30000,1,Galopante,156.43
30000,2,Secuencial,41804
30000,2,Binaria,107.853
30000,2,Galopante,149.272
30000,3,Secuencial,54389.3
30000,3,Binaria,94.488
30000,3,Galopante,167.816
30000,4,Secuencial,71840.6
30000,4,Binaria,101.74
30000,4,Galopante,164.896
35000,0,Secuencial,34.292
35000,0,Binaria,101.176
35000,0,Galopante,33.2
35000,1,Secuencial,21942.8
35000,1,Binaria,103.805
35000,1,Galopante,114.477
35000,2,Secuencial,46781.6
35000,2,Binaria,104.256
35000,2,Galopante,149.109
35000,3,Secuencial,72267.2
35000,3,Binaria,116.479
35000,3,Galopante,162.412
35000,4,Secuencial,96192.4
35000,4,Binaria,107.417
35000,4,Galopante,158.758
40000,0,Secuencial,31.606
40000,0,Binaria,86.337
40000,0,Galopante,31.851
40000,1,Secuencial,23374.8
40000,1,Binaria,91.395
40000,1,Galopante,122.133
40000,2,Secuencial,53642.1
40000,2,Binaria,114.929
40000,2,Galopante,154.337
40000,3,Secuencial,78856.4
40000,3,Binaria,114.86
40000,3,Galopante,155.507
40000,4,Secuencial,93883.5
40000,4,Binaria,87.8
40000,4,Galopante,160.034
45000,0,Secuencial,37.24
45000,0,Binaria,99.285
45000,0,Galopante,34.856
45000,1,Secuencial,26688
45000,1,Binaria,98.528
45000,1,Galopante,118.619
45000,2,Secuencial,55131.8
45000,2,Binaria,102.663
45000,2,Galopante,143.835
45000,3,Secuencial,82727.8
45000,3,Binaria,104.803
45000,3,Galopante,154.569
45000,4,Secuencial,113880
45000,4,Binaria,103.345
45000,4,Galopante,171.872
50000,0,Secuencial,39.349
50000,0,Binaria,88.574
50000,0,Galopante,37.44
50000,1,Secuencial,31024.2
50000,1,Binaria,99.047
50000,1,Galopante,134.537
50000,2,Secuencial,71328
50000,2,Binaria,122.346
50000,2,Galopante,170.139
50000,3,Secuencial,97249.3
50000,3,Binaria,120.463
50000,3,Galopante,265.49
50000,4,Secuencial,126156
50000,4,Binaria,128.281
50000,4,Galopante,169.063
55000,0,Secuencial,29.968
55000,0,Binaria,80.739
55000,0,Galopante,31.162
55000,1,Secuencial,32740.2
55000,1,Binaria,104.663
55000,1,Galopante,133.44
55000,2,Secuencial,74650.1
55000,2,Binaria,108.493
55000,2,Galopante,157.832
55000,3,Secuencial,105022
55000,3,Binaria,111.9
55000,3,Galopante,188.293
55000,4,Secuencial,136838
55000,4,Binaria,116.201
55000,4,Galopante,179.883
60000,0,Secuencial,30.165
60000,0,Binaria,97.368
60000,0,Galopante,31.596
60000,1,Secuencial,48942.4
60000,1,Binaria,140.361
60000,1,Galopante,181.765
60000,2,Secuencial,71292.5
60000,2,Binaria,104.748
60000,2,Galopante,144.16
60000,3,Secuencial,107861
60000,3,Binaria,104.062
60000,3,Galopante,179.932
60000,4,Secuencial,151829
60000,4,Binaria,114.722
60000,4,Galopante,188.558
65000,0,Secuencial,27.57
65000,0,Binaria,88.731
65000,0,Galopante,29.256
65000,1,Secuencial,40453.5
65000,1,Binaria,119.659
65000,1,Galopante,139.126
65000,2,Secuencial,78765.1
65000,2,Binaria,101.479
65000,2,Galopante,143.812
65000,3,Secuencial,125402
65000,3,Binaria,111.25
65000,3,Galopante,195.856
65000,4,Secuencial,154096
65000,4,Binaria,108.529
65000,4,Galopante,175.519
70000,0,Secuencial,37.406
70000,0,Binaria,99.476
70000,0,Galopante,36.205
70000,1,Secuencial,42533
70000,1,Binaria,111.74
70000,1,Galopante,141.874
70000,2,Secuencial,92104.4
70000,2,Binaria,125.158
70000,2,Galopante,164.969
70000,3,Secuencial,127140
70000,3,Binaria,108.827
70000,3,Galopante,158.962
70000,4,Secuencial,169001
70000,4,Binaria,99.168
70000,4,Galopante,161.508
75000,0,Secuencial,35.14
75000,0,Binaria,100.065
75000,0,Galopante,34.629
75000,1,Secuencial,44332.1
75000,1,Binaria,141.422
75000,1,Galopante,109.633
75000,2,Secuencial,92660.6
75000,2,Binaria,118.43
75000,2,Galopante,157.816
75000,3,Secuencial,152351
75000,3,Binaria,126.4
75000,3,Galopante,196.947
75000,4,Secuencial,183250
75000,4,Binaria,103.754
75000,4,Galopante,162.329
80000,0,Secuencial,47.599
80000,0,Binaria,108.526
80000,0,Galopante,36.955
80000,1,Secuencial,47951.8
80000,1,Binaria,121.472
80000,1,Galopante,137.741
80000,2,Secuencial,107923
80000,2,Binaria,148.206
80000,2,Galopante,169.34
80000,3,Secuencial,148953
80000,3,Binaria,119.483
80000,3,Galopante,161.469
80000,4,Secuencial,191796
80000,4,Binaria,100.241
80000,4,Galopante,175.005
85000,0,Secuencial,36.337
85000,0,Binaria,106.109
85000,0,Galopante,35.009
85000,1,Secuencial,56694.8
85000,1,Binaria,126.814
85000,1,Galopante,150.08
85000,2,Secuencial,105941
85000,2,Binaria,125.203
85000,2,Galopante,162.852
85000,3,Secuencial,161626
85000,3,Binaria,119.788
85000,3,Galopante,178.529
85000,4,Secuencial,205874
85000,4,Binaria,118.209
85000,4,Galopante,185.638
90000,0,Secuencial,29.531
90000,0,Binaria,94.455
90000,0,Galopante,32.291
90000,1,Secuencial,60980.5
90000,1,Binaria,127.172
90000,1,Galopante,156.692
90000,2,Secuencial,114074
90000,2,Binaria,121.185
90000,2,Galopante,161.542
90000,3,Secuencial,163489
90000,3,Binaria,118.279
90000,3,Galopante,185.748
90000,4,Secuencial,220526
90000,4,Binaria,117.728
90000,4,Galopante,187.144
95000,0,Secuencial,39.365
95000,0,Binaria,97.58
95000,0,Galopante,35.065
95000,1,Secuencial,89463.4
95000,1,Binaria,129.622
95000,1,Galopante,151.997
95000,2,Secuencial,183130
95000,2,Binaria,148.15
95000,2,Galopante,177.873
95000,3,Secuencial,266576
95000,3,Binaria,130.1
95000,3,Galopante,208.116
95000,4,Secuencial,351061
95000,4,Binaria,130.647
95000,4,Galopante,219.078
100000,0,Secuencial,42.653
100000,0,Binaria,90.11
100000,0,Galopante,37.383
100000,1,Secuencial,100985
100000,1,Binaria,154.162
100000,1,Galopante,195.248
100000,2,Secuencial,170177
100000,2,Binaria,112.361
100000,2,Galopante,161.71
100000,3,Secuencial,268181
100000,3,Binaria,124.478
100000,3,Galopante,196.06
100000,4,Secuencial,384956
100000,4,Binaria,150.436
100000,4,Galopante,206.555
5000,0,Secuencial,39.978
5000,0,Binaria,80.765
5000,0,Galopante,38.607
5000,1,Secuencial,3005.19
5000,1,Binaria,75.966
5000,1,Galopante,99.054
5000,2,Secuencial,5858.65
5000,2,Binaria,83.79
5000,2,Galopante,104.776
5000,3,Secuencial,9764.45
5000,3,Binaria,85.254
5000,3,Galopante,127.454
5000,4,Secuencial,13075
5000,4,Binaria,78.151
5000,4,Galopante,137.506
10000,0,Secuencial,39.748
10000,0,Binaria,80.816
10000,0,Galopante,37.534
10000,1,Secuencial,8258.06
10000,1,Binaria,98.054
10000,1,Galopante,121.21
10000,2,Secuencial,19996.8
10000,2,Binaria,136.757
10000,2,Galopante,138.921
10000,3,Secuencial,24577.7
10000,3,Binaria,99.726
10000,3,Galopante,140.03
10000,4,Secuencial,31052.3
10000,4,Binaria,86.011
10000,4,Galopante,197.963
15000,0,Secuencial,30.64
15000,0,Binaria,86.615
15000,0,Galopante,30.749
15000,1,Secuencial,10346.9
15000,1,Binaria,101.567
15000,1,Galopante,127.111
15000,2,Secuencial,30167.7
15000,2,Binaria,148.068
15000,2,Galopante,225.358
15000,3,Secuencial,31014.5
15000,3,Binaria,103.834
15000,3,Galopante,171.051
15000,4,Secuencial,35925.8
15000,4,Binaria,90.546
15000,4,Galopante,151.273
20000,0,Secuencial,31.744
20000,0,Binaria,84.386
20000,0,Galopante,32.622
20000,1,Secuencial,11800.8
20000,1,Binaria,86.275
20000,1,Galopante,113.551
20000,2,Secuencial,24570
20000,2,Binaria,97.105
20000,2,Galopante,127.029
20000,3,Secuencial,36000.8
20000,3,Binaria,96.587
20000,3,Galopante,129.418
20000,4,Secuencial,48299.4
20000,4,Binaria,85.146
20000,4,Galopante,149.892
25000,0,Secuencial,39.044
25000,0,Binaria,84.677
25000,0,Galopante,36.965
25000,1,Secuencial,14666.6
25000,1,Binaria,87.445
25000,1,Galopante,118.058
25000,2,Secuencial,31142.1
25000,2,Binaria,95.938
25000,2,Galopante,137.715
25000,3,Secuencial,50850.4
25000,3,Binaria,103.433
25000,3,Galopante,183.058
25000,4,Secuencial,70583
25000,4,Binaria,108.05
25000,4,Galopante,194.311
30000,0,Secuencial,38.638
30000,0,Binaria,110.688
30000,0,Galopante,36.669
30000,1,Secuencial,17932.2
30000,1,Binaria,89.801
30000,1,Galopante,119.654
30000,2,Secuencial,40323.5
30000,2,Binaria,102.794
30000,2,Galopante,149.035
30000,3,Secuencial,59853
30000,3,Binaria,106.731
30000,3,Galopante,194.895
30000,4,Secuencial,79885.2
30000,4,Binaria,112.051
30000,4,Galopante,182.22
35000,0,Secuencial,29.035
35000,0,Binaria,86.654
35000,0,Galopante,31.802
35000,1,Secuencial,21175
35000,1,Binaria,97.426
35000,1,Galopante,109.285
35000,2,Secuencial,47853.4
35000,2,Binaria,204.494
35000,2,Galopante,159.517
35000,3,Secuencial,71267.5
35000,3,Binaria,113.52
35000,3,Galopante,160.883
35000,4,Secuencial,84550
35000,4,Binaria,90.58
35000,4,Galopante,140.59
40000,0,Secuencial,37.182
40000,0,Binaria,94.093
40000,0,Galopante,34.916
40000,1,Secuencial,23562.6
40000,1,Binaria,90.983
40000,1,Galopante,122.303
40000,2,Secuencial,49553.4
40000,2,Binaria,102.879
40000,2,Galopante,148.56
40000,3,Secuencial,72888.6
40000,3,Binaria,101.733
40000,3,Galopante,144.336
40000,4,Secuencial,96696
40000,4,Binaria,106.436
40000,4,Galopante,173.998
45000,0,Secuencial,40.488
45000,0,Binaria,105.65
45000,0,Galopante,38.211
45000,1,Secuencial,26844.4
45000,1,Binaria,101.75
45000,1,Galopante,120.821
45000,2,Secuencial,62151.7
45000,2,Binaria,118.947
45000,2,Galopante,159.488
45000,3,Secuencial,81157.7
45000,3,Binaria,103.873
45000,3,Galopante,181.469
45000,4,Secuencial,117852
45000,4,Binaria,114.972
45000,4,Galopante,178.119
50000,0,Secuencial,36.516
50000,0,Binaria,97.316
50000,0,Galopante,35.178
50000,1,Secuencial,34021.3
50000,1,Binaria,114.137
50000,1,Galopante,150.087
50000,2,Secuencial,63423.7
50000,2,Binaria,103.123
50000,2,Galopante,150.404
50000,3,Secuencial,90438.4
50000,3,Binaria,102.817
50000,3,Galopante,172.768
50000,4,Secuencial,120484
50000,4,Binaria,113.248
50000,4,Galopante,159.072
55000,0,Secuencial,36.586
55000,0,Binaria,85.719
55000,0,Galopante,34.623
55000,1,Secuencial,33657
55000,1,Binaria,103.917
55000,1,Galopante,133.563
55000,2,Secuencial,68753.6
55000,2,Binaria,117.535
55000,2,Galopante,146.376
55000,3,Secuencial,101675
55000,3,Binaria,107.563
55000,3,Galopante,176.64
55000,4,Secuencial,141974
55000,4,Binaria,123.185
55000,4,Galopante,185.691
60000,0,Secuencial,41.031
60000,0,Binaria,121.512
60000,0,Galopante,56.397
60000,1,Secuencial,39123.5
60000,1,Binaria,129.709
60000,1,Galopante,248.959
60000,2,Secuencial,72443.9
60000,2,Binaria,100.294
60000,2,Galopante,142.343
60000,3,Secuencial,115076
60000,3,Binaria,116.638
60000,3,Galopante,188.656
60000,4,Secuencial,166894
60000,4,Binaria,138.843
60000,4,Galopante,212.104
65000,0,Secuencial,40.375
65000,0,Binaria,114.037
65000,0,Galopante,38.034
65000,1,Secuencial,43356.9
65000,1,Binaria,113.117
65000,1,Galopante,146.931
65000,2,Secuencial,81669
65000,2,Binaria,109.49
65000,2,Galopante,150.458
65000,3,Secuencial,120393
65000,3,Binaria,106.889
65000,3,Galopante,180.511
65000,4,Secuencial,158656
65000,4,Binaria,109.018
65000,4,Galopante,257.942
70000,0,Secuencial,37.865
70000,0,Binaria,98.639
70000,0,Galopante,35.782
70000,1,Secuencial,43893.4
70000,1,Binaria,106.631
70000,1,Galopante,141.54
70000,2,Secuencial,82334.3
70000,2,Binaria,111.551
70000,2,Galopante,145.609
70000,3,Secuencial,126033
70000,3,Binaria,114.211
70000,3,Galopante,162.89
70000,4,Secuencial,173247
70000,4,Binaria,105.151
70000,4,Galopante,158.091
75000,0,Secuencial,39.373
75000,0,Binaria,99.709
75000,0,Galopante,36.294
75000,1,Secuencial,46595.6
75000,1,Binaria,112.678
75000,1,Galopante,112.936
75000,2,Secuencial,92172.3
75000,2,Binaria,109.747
75000,2,Galopante,152.153
75000,3,Secuencial,136880
75000,3,Binaria,120.235
75000,3,Galopante,162.486
75000,4,Secuencial,193396
75000,4,Binaria,106.575
75000,4,Galopante,208.309
80000,0,Secuencial,37.338
80000,0,Binaria,101.298
80000,0,Galopante,36.733
80000,1,Secuencial,52871.1
80000,1,Binaria,127.851
80000,1,Galopante,151.238
80000,2,Secuencial,103544
80000,2,Binaria,123.529
80000,2,Galopante,173.24
80000,3,Secuencial,153636
80000,3,Binaria,115.066
80000,3,Galopante,166.419
80000,4,Secuencial,222842
80000,4,Binaria,120.498
80000,4,Galopante,209.027
85000,0,Secuencial,37.49
85000,0,Binaria,107.798
85000,0,Galopante,35.305
85000,1,Secuencial,49790
85000,1,Binaria,101.263
85000,1,Galopante,128.405
85000,2,Secuencial,103783
85000,2,Binaria,115.442
85000,2,Galopante,151.512
85000,3,Secuencial,153198
85000,3,Binaria,113.485
85000,3,Galopante,155.444
85000,4,Secuencial,204894
85000,4,Binaria,119.833
85000,4,Galopante,172.852
90000,0,Secuencial,40.598
90000,0,Binaria,113.464
90000,0,Galopante,39.349
90000,1,Secuencial,62913.5
90000,1,Binaria,131.836
90000,1,Galopante,158.545
90000,2,Secuencial,106506
90000,2,Binaria,108.566
90000,2,Galopante,150.268
90000,3,Secuencial,162907
90000,3,Binaria,118.334
90000,3,Galopante,184.364
90000,4,Secuencial,224787
90000,4,Binaria,125.46
90000,4,Galopante,184.161
95000,0,Secuencial,32.547
95000,0,Binaria,107.068
95000,0,Galopante,34.581
95000,1,Secuencial,57263.8
95000,1,Binaria,113.608
95000,1,Galopante,128.092
95000,2,Secuencial,117073
95000,2,Binaria,107.023
95000,2,Galopante,152.249
95000,3,Secuencial,171054
95000,3,Binaria,123.964
95000,3,Galopante,185.93
95000,4,Secuencial,226440
95000,4,Binaria,112.618
95000,4,Galopante,184.367
100000,0,Secuencial,40.325
100000,0,Binaria,97.193
100000,0,Galopante,37.177
100000,1,Secuencial,63410.4
100000,1,Binaria,113.658
100000,1,Galopante,160.615
100000,2,Secuencial,131575
100000,2,Binaria,128.924
100000,2,Galopante,176.477
100000,3,Secuencial,180299
100000,3,Binaria,118.724
100000,3,Galopante,175.626
100000,4,Secuencial,251735
100000,4,Binaria,137.437
100000,4,Galopante,183.161
5000,0,Secuencial,36.578
5000,0,Binaria,77.602
5000,0,Galopante,35.413
5000,1,Secuencial,2948.67
5000,1,Binaria,81.161
5000,1,Galopante,89.681
5000,2,Secuencial,5846.01
5000,2,Binaria,81.731
5000,2,Galopante,103.3
5000,3,Secuencial,9018.02
5000,3,Binaria,83.1
5000,3,Galopante,110.805
5000,4,Secuencial,19301.7
5000,4,Binaria,119.589
5000,4,Galopante,201.437
10000,0,Secuencial,53.995
10000,0,Binaria,93.435
10000,0,Galopante,103.5
10000,1,Secuencial,8185.33
10000,1,Binaria,102.265
10000,1,Galopante,119.283
10000,2,Secuencial,14385.6
10000,2,Binaria,97.14
10000,2,Galopante,134.48
10000,3,Secuencial,18433.9
10000,3,Binaria,85.283
10000,3,Galopante,120.75
10000,4,Secuencial,25803.4
10000,4,Binaria,82.745
10000,4,Galopante,147.964
15000,0,Secuencial,38.111
15000,0,Binaria,93.711
15000,0,Galopante,35.372
15000,1,Secuencial,19034.4
15000,1,Binaria,187.226
15000,1,Galopante,234.554
15000,2,Secuencial,17615.2
15000,2,Binaria,83.08
15000,2,Galopante,118.059
15000,3,Secuencial,28366.5
15000,3,Binaria,110.477
15000,3,Galopante,160.294
15000,4,Secuencial,35981.7
15000,4,Binaria,91.599
15000,4,Galopante,155.202
20000,0,Secuencial,30.802
20000,0,Binaria,84.008
20000,0,Galopante,32.215
20000,1,Secuencial,15173
20000,1,Binaria,118.102
20000,1,Galopante,148.825
20000,2,Secuencial,24620.2
20000,2,Binaria,98.252
20000,2,Galopante,133.218
20000,3,Secuencial,38349.2
20000,3,Binaria,96.75
20000,3,Galopante,141.545
20000,4,Secuencial,55686.8
20000,4,Binaria,96.826
20000,4,Galopante,178.275
25000,0,Secuencial,36.733
25000,0,Binaria,82.071
25000,0,Galopante,36.416
25000,1,Secuencial,14717.1
25000,1,Binaria,92.092
25000,1,Galopante,118.26
25000,2,Secuencial,32430.2
25000,2,Binaria,96.535
25000,2,Galopante,139.202
25000,3,Secuencial,47084.7
25000,3,Binaria,98.072
25000,3,Galopante,211.378
25000,4,Secuencial,64059.5
25000,4,Binaria,99.285
25000,4,Galopante,167.976
30000,0,Secuencial,34.959
30000,0,Binaria,98.296
30000,0,Galopante,34.706
30000,1,Secuencial,17473
30000,1,Binaria,84.271
30000,1,Galopante,117.855
30000,2,Secuencial,36501.9
30000,2,Binaria,91.257
30000,2,Galopante,133.583
30000,3,Secuencial,61367.7
30000,3,Binaria,109.863
30000,3,Galopante,187.319
30000,4,Secuencial,71325
30000,4,Binaria,99.602
30000,4,Galopante,162.784
35000,0,Secuencial,35.894
35000,0,Binaria,92.612
35000,0,Galopante,34.93
35000,1,Secuencial,23553.5
35000,1,Binaria,114.401
35000,1,Galopante,132.799
35000,2,Secuencial,42679.3
35000,2,Binaria,100.264
35000,2,Galopante,138.467
35000,3,Secuencial,66980.7
35000,3,Binaria,137.152
35000,3,Galopante,151.306
35000,4,Secuencial,84991.2
35000,4,Binaria,95.215
35000,4,Galopante,142.45
40000,0,Secuencial,48.832
40000,0,Binaria,164.435
40000,0,Galopante,41.565
40000,1,Secuencial,23198.7
40000,1,Binaria,97.396
40000,1,Galopante,121.923
40000,2,Secuencial,49223.7
40000,2,Binaria,119.138
40000,2,Galopante,140.966
40000,3,Secuencial,78131.6
40000,3,Binaria,112.76
40000,3,Galopante,163.051
40000,4,Secuencial,97323.1
40000,4,Binaria,98.318
40000,4,Galopante,163.051
45000,0,Secuencial,39.141
45000,0,Binaria,110.171
45000,0,Galopante,37.442
45000,1,Secuencial,27841.6
45000,1,Binaria,105.656
45000,1,Galopante,133.686
45000,2,Secuencial,65165.9
45000,2,Binaria,123.995
45000,2,Galopante,165.904
45000,3,Secuencial,82235.9
45000,3,Binaria,102.372
45000,3,Galopante,237.597
45000,4,Secuencial,121948
45000,4,Binaria,115.697
45000,4,Galopante,184.507
50000,0,Secuencial,36.101
50000,0,Binaria,88.549
50000,0,Galopante,36.063
50000,1,Secuencial,29484.8
50000,1,Binaria,93.576
50000,1,Galopante,129.247
50000,2,Secuencial,71735
50000,2,Binaria,125.841
50000,2,Galopante,172.505
50000,3,Secuencial,96442
50000,3,Binaria,109.542
50000,3,Galopante,180.882
50000,4,Secuencial,122757
50000,4,Binaria,112.294
50000,4,Galopante,166.356
55000,0,Secuencial,56.821
55000,0,Binaria,130.613
55000,0,Galopante,52.996
55000,1,Secuencial,40808.1
55000,1,Binaria,120.5
55000,1,Galopante,163.18
55000,2,Secuencial,69055.1
55000,2,Binaria,109.345
55000,2,Galopante,149.692
55000,3,Secuencial,97887.5
55000,3,Binaria,101.265
55000,3,Galopante,174.492
55000,4,Secuencial,131632
55000,4,Binaria,107.368
55000,4,Galopante,170.482
60000,0,Secuencial,33.577
60000,0,Binaria,101.292
60000,0,Galopante,34.562
60000,1,Secuencial,36152.2
60000,1,Binaria,108.363
60000,1,Galopante,133.865
60000,2,Secuencial,72701.3
60000,2,Binaria,106.452
60000,2,Galopante,149.06
60000,3,Secuencial,109796
60000,3,Binaria,101.488
60000,3,Galopante,178.62
60000,4,Secuencial,150551
60000,4,Binaria,120.476
60000,4,Galopante,193.792
65000,0,Secuencial,37.549
65000,0,Binaria,102.294
65000,0,Galopante,37.581
65000,1,Secuencial,40398.5
65000,1,Binaria,102.715
65000,1,Galopante,147.099
65000,2,Secuencial,78334.4
65000,2,Binaria,96.052
65000,2,Galopante,142.241
65000,3,Secuencial,120561
65000,3,Binaria,101.94
65000,3,Galopante,184.058
65000,4,Secuencial,158046
65000,4,Binaria,106.357
65000,4,Galopante,180.645
70000,0,Secuencial,38.255
70000,0,Binaria,100.766
70000,0,Galopante,36.018
70000,1,Secuencial,45490.4
70000,1,Binaria,110.891
70000,1,Galopante,142.586
70000,2,Secuencial,84710.6
70000,2,Binaria,135.859
70000,2,Galopante,147.508
70000,3,Secuencial,132646
70000,3,Binaria,122.747
70000,3,Galopante,163.877
70000,4,Secuencial,169000
70000,4,Binaria,102.472
70000,4,Galopante,153.193
75000,0,Secuencial,39.322
75000,0,Binaria,101.53
75000,0,Galopante,35.598
75000,1,Secuencial,45308.7
75000,1,Binaria,116.377
75000,1,Galopante,111.465
75000,2,Secuencial,105161
75000,2,Binaria,133.718
75000,2,Galopante,174.066
75000,3,Secuencial,149162
75000,3,Binaria,133.338
75000,3,Galopante,177.587
75000,4,Secuencial,191538
75000,4,Binaria,113.049
75000,4,Galopante,172.319
80000,0,Secuencial,36.706
80000,0,Binaria,99.062
80000,0,Galopante,36.506
80000,1,Secuencial,56983.5
80000,1,Binaria,140.83
80000,1,Galopante,162.801
80000,2,Secuencial,101687
80000,2,Binaria,129.371
80000,2,Galopante,160.324
80000,3,Secuencial,143496
80000,3,Binaria,109.449
80000,3,Galopante,164.869
80000,4,Secuencial,206066
80000,4,Binaria,111.403
80000,4,Galopante,191.557
85000,0,Secuencial,36.155
85000,0,Binaria,106.077
85000,0,Galopante,34.271
85000,1,Secuencial,51952.4
85000,1,Binaria,130.983
85000,1,Galopante,132.453
85000,2,Secuencial,105711
85000,2,Binaria,130.666
85000,2,Galopante,164.536
85000,3,Secuencial,151210
85000,3,Binaria,120.472
85000,3,Galopante,159.656
85000,4,Secuencial,210605
85000,4,Binaria,109.139
85000,4,Galopante,170.348
90000,0,Secuencial,59.573
90000,0,Binaria,125.583
90000,0,Galopante,44.616
90000,1,Secuencial,54980
90000,1,Binaria,109.365
90000,1,Galopante,139.231
90000,2,Secuencial,109630
90000,2,Binaria,122.109
90000,2,Galopante,150.743
90000,3,Secuencial,163645
90000,3,Binaria,116.136
90000,3,Galopante,184.62
90000,4,Secuencial,245078
90000,4,Binaria,131.584
90000,4,Galopante,204.863
95000,0,Secuencial,35.956
95000,0,Binaria,106.522
95000,0,Galopante,35.931
95000,1,Secuencial,62042.5
95000,1,Binaria,118.036
95000,1,Galopante,137.458
95000,2,Secuencial,116582
95000,2,Binaria,119.973
95000,2,Galopante,155.671
95000,3,Secuencial,174602
95000,3,Binaria,121.135
95000,3,Galopante,189.531
95000,4,Secuencial,232041
95000,4,Binaria,122.282
95000,4,Galopante,189.95
100000,0,Secuencial,42.233
100000,0,Binaria,90.249
100000,0,Galopante,104.862
100000,1,Secuencial,60991.4
100000,1,Binaria,111.985
100000,1,Galopante,146.863
100000,2,Secuencial,123339
100000,2,Binaria,112.743
100000,2,Galopante,161.673
100000,3,Secuencial,177949
100000,3,Binaria,124.12
100000,3,Galopante,183.716
100000,4,Secuencial,258158
100000,4,Binaria,138.1
100000,4,Galopante,187.684
5000,0,Secuencial,39.244
5000,0,Binaria,77.804
5000,0,Galopante,37.391
5000,1,Secuencial,2956.35
5000,1,Binaria,82.392
5000,1,Galopante,90.691
5000,2,Secuencial,5856.89
5000,2,Binaria,82.392
5000,2,Galopante,103.902
5000,3,Secuencial,8780.68
5000,3,Binaria,82.02
5000,3,Galopante,109.09
5000,4,Secuencial,13283.5
5000,4,Binaria,119.198
5000,4,Galopante,141.968
10000,0,Secuencial,39.414
10000,0,Binaria,82.633
10000,0,Galopante,36.258
10000,1,Secuencial,5829.81
10000,1,Binaria,78.613
10000,1,Galopante,103.245
10000,2,Secuencial,12561.5
10000,2,Binaria,83.136
10000,2,Galopante,118.452
10000,3,Secuencial,19090.2
10000,3,Binaria,89.33
10000,3,Galopante,127.211
10000,4,Secuencial,29745.7
10000,4,Binaria,93.581
10000,4,Galopante,170.865
15000,0,Secuencial,48.813
15000,0,Binaria,142.024
15000,0,Galopante,50.891
15000,1,Secuencial,9331.6
15000,1,Binaria,84.153
15000,1,Galopante,115.884
15000,2,Secuencial,18480.2
15000,2,Binaria,85.222
15000,2,Galopante,123.348
15000,3,Secuencial,28258.9
15000,3,Binaria,86.412
15000,3,Galopante,152.652
15000,4,Secuencial,36152.9
15000,4,Binaria,90.111
15000,4,Galopante,154.215
20000,0,Secuencial,35.591
20000,0,Binaria,86.053
20000,0,Galopante,34.477
20000,1,Secuencial,12700.9
20000,1,Binaria,85.238
20000,1,Galopante,130.606
20000,2,Secuencial,24608.2
20000,2,Binaria,99.752
20000,2,Galopante,130.754
20000,3,Secuencial,37974.8
20000,3,Binaria,97.171
20000,3,Galopante,141.557
20000,4,Secuencial,52321.5
20000,4,Binaria,94.655
20000,4,Galopante,164.676
25000,0,Secuencial,46.584
25000,0,Binaria,75.64
25000,0,Galopante,31.652
25000,1,Secuencial,14986.1
25000,1,Binaria,95.893
25000,1,Galopante,139.378
25000,2,Secuencial,29309.6
25000,2,Binaria,94.146
25000,2,Galopante,138.87
25000,3,Secuencial,47534.7
25000,3,Binaria,91.099
25000,3,Galopante,165.666
25000,4,Secuencial,60901.7
25000,4,Binaria,104.462
25000,4,Galopante,149.088
30000,0,Secuencial,33.904
30000,0,Binaria,91.939
30000,0,Galopante,33.068
30000,1,Secuencial,17824.8
30000,1,Binaria,93.668
30000,1,Galopante,119.928
30000,2,Secuencial,39729.6
30000,2,Binaria,104.278
30000,2,Galopante,175.994
30000,3,Secuencial,53691.7
30000,3,Binaria,127.687
30000,3,Galopante,163.121
30000,4,Secuencial,74377
30000,4,Binaria,106.824
30000,4,Galopante,169.872
35000,0,Secuencial,30.038
35000,0,Binaria,86.859
35000,0,Galopante,31.006
35000,1,Secuencial,20122.7
35000,1,Binaria,94.964
35000,1,Galopante,103.124
35000,2,Secuencial,45322
35000,2,Binaria,102.656
35000,2,Galopante,146.877
35000,3,Secuencial,66184.1
35000,3,Binaria,103.769
35000,3,Galopante,155.052
35000,4,Secuencial,94364.6
35000,4,Binaria,99.861
35000,4,Galopante,154.241
40000,0,Secuencial,35.679
40000,0,Binaria,93.26
40000,0,Galopante,34.753
40000,1,Secuencial,23439.1
40000,1,Binaria,97.619
40000,1,Galopante,121.847
40000,2,Secuencial,47708.3
40000,2,Binaria,99.316
40000,2,Galopante,147.525
40000,3,Secuencial,81628.4
40000,3,Binaria,120.59
40000,3,Galopante,164.533
40000,4,Secuencial,112907
40000,4,Binaria,120.777
40000,4,Galopante,195.986
45000,0,Secuencial,46.97
45000,0,Binaria,96.725
45000,0,Galopante,47.638
45000,1,Secuencial,26936.9
45000,1,Binaria,99.603
45000,1,Galopante,119.301
45000,2,Secuencial,58857.8
45000,2,Binaria,119.382
45000,2,Galopante,149.464
45000,3,Secuencial,88469.5
45000,3,Binaria,112.689
45000,3,Galopante,167.416
45000,4,Secuencial,114996
45000,4,Binaria,106.633
45000,4,Galopante,176.931
50000,0,Secuencial,37.581
50000,0,Binaria,87.463
50000,0,Galopante,35.79
50000,1,Secuencial,30405.9
50000,1,Binaria,106.766
50000,1,Galopante,133.027
